"customer_id","age","gender","item_purchased","category","purchase_amount","purchase_date","location","size","color","season","review_rating","subscription_status","shipping_type","discount_applied","promo_code_used","previous_purchases","payment_method","frequency_of_purchases","age_group","purchase_frequency_days"
"12137","62","Male","Headphones","Electronics","25398","2025-06-24 08:44:16","Bengaluru","Unknown","Gray","Fall","4.3","Yes","Express","Yes","Yes","11","PayPal","Weekly","Senior","7"
"12138","19","Female","Headphones","Electronics","35026","2025-01-19 17:02:29","Hyderabad","Unknown","Blue","Winter","4.4","No","Standard","No","No","8","Credit Card","Quarterly","Young Adult","90"
"12139","66","Male","Sneakers","Footwear","16517","2024-12-14 10:10:24","Bengaluru","Unknown","Red","Winter","3.8","No","Standard","Yes","No","6","Credit Card","Annually","Senior","365"
"12140","52","Female","Backpack","Accessories","23821","2025-08-14 13:32:40","Jaipur","Unknown","White","Fall","4.8","No","Free Shipping","Yes","No","6","Credit Card","Weekly","Middle-aged","7"
"12141","49","Male","Jeans","Clothing","5976","2024-02-03 01:59:22","Delhi","S","Blue","Fall","3.9","Yes","Free Shipping","Yes","No","8","Credit Card","Monthly","Middle-aged","30"
"12142","40","Female","Jacket","Clothing","3984","2024-03-22 09:09:07","Hyderabad","S","White","Fall","4.4","No","Standard","No","No","10","Credit Card","Monthly","Adult","30"
"12143","41","Male","Jeans","Clothing","8632","2025-08-15 22:25:31","Pune","M","Green","Winter","3.1","No","Standard","Yes","No","10","Debit Card","Weekly","Adult","7"
"12144","41","Female","Sneakers","Footwear","14027","2025-01-10 17:06:33","Chennai","Unknown","Gray","Spring","3.6","No","Free Shipping","Yes","No","11","Debit Card","Annually","Adult","365"
"12145","61","Female","Jacket","Clothing","6474","2025-01-20 00:18:34","Kolkata","XL","White","Spring","4.3","Yes","Standard","Yes","No","8","Debit Card","Monthly","Senior","30"
"12146","35","Male","Backpack","Accessories","3154","2025-08-03 08:39:25","Jaipur","Unknown","Blue","Spring","5","Yes","Standard","No","No","8","Credit Card","Monthly","Adult","30"
"12147","23","Male","Sneakers","Footwear","6142","2024-11-28 20:15:37","Hyderabad","Unknown","Brown","Fall","4.6","No","Standard","No","No","6","Credit Card","Quarterly","Young Adult","90"
"12148","54","Female","Sneakers","Footwear","14608","2025-12-02 13:51:41","Jaipur","Unknown","Brown","Fall","4.7","No","Standard","Yes","Yes","15","Apple Pay","Quarterly","Middle-aged","90"
"12149","51","Male","Sneakers","Footwear","3818","2024-11-13 13:51:29","Kolkata","Unknown","Gray","Winter","3.5","Yes","Express","No","No","6","Credit Card","Quarterly","Middle-aged","90"
"12150","59","Female","Laptop","Electronics","63495","2024-03-30 20:21:21","Delhi","Unknown","Blue","Spring","4.8","Yes","Express","No","Yes","11","Apple Pay","Monthly","Senior","30"
"12151","66","Female","Boots","Footwear","8964","2024-12-31 11:55:31","Hyderabad","Unknown","Black","Summer","4.2","No","Free Shipping","Yes","No","11","Credit Card","Monthly","Senior","30"
"12152","53","Female","Jacket","Clothing","3735","2024-02-08 09:24:48","Jaipur","M","Blue","Spring","5","Yes","Express","No","No","14","PayPal","Monthly","Middle-aged","30"
"12153","26","Female","Headphones","Electronics","120848","2025-08-03 17:26:50","Mumbai","Unknown","White","Winter","3.3","Yes","Express","Yes","No","18","Credit Card","Weekly","Young Adult","7"
"12154","45","Female","Watch","Accessories","9960","2025-08-10 23:50:25","Pune","Unknown","Brown","Winter","4.6","Yes","Standard","Yes","Yes","7","Debit Card","Monthly","Middle-aged","30"
"12155","26","Male","Sneakers","Footwear","7387","2025-03-11 06:39:40","Jaipur","Unknown","Black","Spring","4.2","No","Standard","Yes","No","9","Credit Card","Monthly","Young Adult","30"
"12156","29","Female","Sneakers","Footwear","7221","2024-07-20 12:33:27","Kolkata","Unknown","Blue","Summer","3.6","Yes","Standard","No","No","12","Credit Card","Monthly","Young Adult","30"
"12157","68","Female","T-Shirt","Clothing","9296","2025-03-22 02:01:02","Hyderabad","L","Blue","Summer","3.4","No","Standard","No","Yes","8","Credit Card","Bi-Weekly","Senior","14"
"12158","26","Male","Smartphone","Electronics","120848","2024-02-04 22:14:16","Hyderabad","Unknown","Blue","Summer","4.1","No","Standard","No","No","8","Debit Card","Annually","Young Adult","365"
"12159","61","Male","Smartphone","Electronics","39259","2024-08-12 22:44:15","Delhi","Unknown","Blue","Summer","4.9","No","Standard","Yes","Yes","6","Credit Card","Weekly","Senior","7"
"12160","55","Male","Headphones","Electronics","42828","2025-11-07 19:13:20","Jaipur","Unknown","Blue","Summer","3.6","Yes","Standard","Yes","Yes","9","Credit Card","Monthly","Middle-aged","30"
"12161","41","Male","Sneakers","Footwear","8715","2025-11-06 21:44:11","Mumbai","Unknown","Red","Spring","3.8","No","Next Day Air","No","No","16","Credit Card","Bi-Weekly","Adult","14"
"12162","65","Male","Jeans","Clothing","4897","2024-01-02 11:28:43","Bengaluru","L","Brown","Winter","4.7","No","Express","Yes","No","6","Credit Card","Monthly","Senior","30"
"12163","52","Female","Smartphone","Electronics","103003","2025-04-22 17:14:25","Chennai","Unknown","Black","Winter","4.5","Yes","Standard","No","No","13","Credit Card","Monthly","Middle-aged","30"
"12164","36","Male","Backpack","Accessories","19007","2025-10-27 05:46:29","Hyderabad","Unknown","Blue","Fall","4","No","Next Day Air","Yes","No","7","Debit Card","Monthly","Adult","30"
"12165","48","Male","Smartphone","Electronics","106904","2024-05-01 22:55:14","Chennai","Unknown","Blue","Spring","3.6","No","Standard","Yes","Yes","8","Cash","Quarterly","Middle-aged","90"
"12974","35","Male","Jeans","Clothing","5727","2025-10-31 15:33:24","Delhi","L","Gray","Winter","4.3","Yes","Next Day Air","No","No","9","Cash","Monthly","Adult","30"
"12166","58","Male","Smartphone","Electronics","124085","2024-12-06 03:01:55","Chennai","Unknown","Black","Winter","4.7","No","Not Specified","No","Yes","13","Credit Card","Weekly","Senior","7"
"12167","36","Female","Jeans","Clothing","6557","2024-09-02 00:49:24","Pune","L","Brown","Summer","3.9","No","Standard","No","No","8","Debit Card","Monthly","Adult","30"
"12168","21","Female","Watch","Accessories","1494","2024-05-03 05:47:32","Jaipur","Unknown","Blue","Fall","5","Yes","Standard","No","No","8","Google Pay","Monthly","Young Adult","30"
"12169","64","Female","Smartphone","Electronics","35192","2024-02-06 07:46:36","Mumbai","Unknown","Red","Fall","3.8","Yes","Free Shipping","Yes","No","8","Debit Card","Monthly","Senior","30"
"12170","26","Male","Laptop","Electronics","90719","2024-02-01 15:00:09","Chennai","Unknown","Black","Fall","4.7","Yes","Standard","Yes","No","7","Debit Card","Weekly","Young Adult","7"
"12171","36","Male","Jacket","Clothing","11371","2025-12-12 16:05:57","Kolkata","M","Black","Winter","3.6","Yes","Next Day Air","No","Yes","2","Apple Pay","Monthly","Adult","30"
"12172","50","Male","Smartphone","Electronics","86154","2025-09-26 23:02:21","Hyderabad","Unknown","Blue","Winter","4.1","Yes","Standard","Yes","No","8","Credit Card","Monthly","Middle-aged","30"
"12173","35","Female","Jacket","Clothing","8466","2025-01-16 10:15:26","Hyderabad","L","Brown","Winter","3.5","No","Next Day Air","No","No","9","Cash","Monthly","Adult","30"
"12174","43","Male","Sneakers","Footwear","14442","2025-01-26 01:25:09","Mumbai","Unknown","Red","Summer","5","No","Next Day Air","No","No","8","Credit Card","Monthly","Adult","30"
"12175","69","Female","Backpack","Accessories","13280","2025-11-16 08:23:27","Bengaluru","Unknown","Red","Summer","3.4","No","Standard","No","Yes","15","Debit Card","Bi-Weekly","Senior","14"
"12176","56","Female","Jeans","Clothing","10956","2024-11-17 21:04:56","Hyderabad","XL","Brown","Fall","4.1","Yes","Express","No","No","13","Debit Card","Bi-Weekly","Middle-aged","14"
"12177","50","Female","Jacket","Clothing","5561","2025-12-11 19:37:28","Hyderabad","S","White","Spring","4","No","Standard","Yes","No","14","Credit Card","Bi-Weekly","Middle-aged","14"
"12178","31","Female","Smartphone","Electronics","83415","2024-10-10 13:37:01","Kolkata","Unknown","Brown","Summer","3","No","Next Day Air","No","Yes","3","Google Pay","Bi-Weekly","Young Adult","14"
"12179","69","Female","Sneakers","Footwear","6059","2025-02-02 00:32:01","Hyderabad","Unknown","Red","Summer","5","Yes","Express","No","No","10","Debit Card","Monthly","Senior","30"
"12180","51","Female","Jeans","Clothing","9296","2024-12-12 07:22:51","Kolkata","L","Blue","Fall","3.4","No","Not Specified","No","Yes","9","PayPal","Annually","Middle-aged","365"
"12181","40","Female","Smartphone","Electronics","86569","2024-12-19 05:58:26","Mumbai","Unknown","White","Winter","3.2","Yes","Express","No","Yes","8","PayPal","Weekly","Adult","7"
"12182","49","Male","T-Shirt","Clothing","2988","2025-01-26 13:28:37","Kolkata","M","Blue","Winter","3.6","No","Express","No","No","8","PayPal","Monthly","Middle-aged","30"
"12183","24","Male","Headphones","Electronics","92711","2024-05-17 02:21:08","Pune","Unknown","Brown","Fall","3.7","Yes","Free Shipping","No","No","17","Apple Pay","Monthly","Young Adult","30"
"12184","56","Female","T-Shirt","Clothing","10541","2025-01-26 07:02:57","Delhi","L","Brown","Winter","4","Yes","Free Shipping","No","No","15","PayPal","Bi-Weekly","Middle-aged","14"
"12185","29","Female","Headphones","Electronics","72874","2024-09-14 00:39:25","Jaipur","Unknown","Gray","Fall","4.2","No","Express","Yes","No","11","Credit Card","Weekly","Young Adult","7"
"12186","23","Male","Jacket","Clothing","2241","2025-03-13 18:47:12","Delhi","S","White","Fall","3.8","Yes","Standard","No","No","11","Debit Card","Quarterly","Young Adult","90"
"12187","22","Female","Headphones","Electronics","70882","2024-11-20 22:13:07","Kolkata","Unknown","Green","Winter","3.5","No","Express","Yes","No","14","Google Pay","Bi-Weekly","Young Adult","14"
"12188","20","Female","Jeans","Clothing","5893","2025-02-27 13:53:32","Hyderabad","S","White","Spring","3.6","No","Standard","No","No","10","Credit Card","Bi-Weekly","Young Adult","14"
"12189","25","Male","Jacket","Clothing","11288","2024-03-18 14:39:41","Jaipur","L","Red","Fall","4","No","Express","Yes","No","9","PayPal","Monthly","Young Adult","30"
"12190","56","Male","T-Shirt","Clothing","8466","2025-04-09 09:29:06","Delhi","M","Red","Winter","4.4","Yes","Next Day Air","Yes","Yes","9","Apple Pay","Monthly","Middle-aged","30"
"12191","19","Female","Watch","Accessories","12035","2025-04-17 17:05:03","Jaipur","Unknown","Black","Fall","4","Yes","Standard","Yes","No","11","Credit Card","Weekly","Young Adult","7"
"12192","54","Female","Headphones","Electronics","99766","2024-02-15 19:37:21","Hyderabad","Unknown","Brown","Spring","4.1","No","Free Shipping","No","No","11","Cash","Annually","Middle-aged","365"
"12193","35","Male","Jacket","Clothing","2241","2024-02-07 08:50:39","Hyderabad","S","Gray","Fall","4","No","Standard","No","No","10","Debit Card","Monthly","Adult","30"
"12194","68","Female","T-Shirt","Clothing","11786","2024-07-05 19:59:53","Kolkata","M","Brown","Spring","3.6","Yes","Next Day Air","No","No","13","Debit Card","Monthly","Senior","30"
"12195","24","Male","Jeans","Clothing","5395","2024-04-17 13:57:38","Mumbai","M","Red","Fall","4","Yes","Express","Yes","No","16","Debit Card","Monthly","Young Adult","30"
"12196","47","Female","Smartphone","Electronics","74119","2024-12-17 12:30:39","Chennai","Unknown","Black","Summer","4.7","Yes","Next Day Air","Yes","Yes","3","Credit Card","Monthly","Middle-aged","30"
"12197","59","Female","Backpack","Accessories","1660","2025-08-18 18:10:57","Bengaluru","Unknown","Red","Spring","3.5","No","Express","Yes","No","8","Debit Card","Annually","Senior","365"
"12198","49","Male","Sneakers","Footwear","7719","2024-11-05 19:10:57","Jaipur","Unknown","Gray","Fall","4.4","Yes","Free Shipping","Yes","No","5","Credit Card","Weekly","Middle-aged","7"
"12199","19","Male","T-Shirt","Clothing","7968","2024-10-07 12:38:33","Hyderabad","L","Black","Fall","4.1","No","Standard","No","No","14","Credit Card","Weekly","Young Adult","7"
"12200","18","Male","Watch","Accessories","20999","2024-09-14 06:12:32","Jaipur","Unknown","Red","Fall","3.6","Yes","Express","No","No","10","Apple Pay","Weekly","Young Adult","7"
"12201","32","Female","Jacket","Clothing","10043","2025-06-11 06:04:12","Kolkata","M","Black","Fall","5","No","Standard","No","Yes","14","Credit Card","Monthly","Adult","30"
"12202","39","Female","Sneakers","Footwear","13529","2025-02-11 02:19:19","Mumbai","Unknown","Black","Summer","5","No","Next Day Air","No","No","8","Google Pay","Bi-Weekly","Adult","14"
"12203","56","Female","Boots","Footwear","5312","2024-12-07 12:50:45","Delhi","Unknown","White","Fall","3.1","No","Standard","Yes","No","8","Credit Card","Quarterly","Middle-aged","90"
"12975","69","Male","Watch","Accessories","22908","2024-05-08 22:33:08","Bengaluru","Unknown","Blue","Fall","4","No","Next Day Air","Yes","No","21","PayPal","Quarterly","Senior","90"
"12204","69","Female","Jacket","Clothing","9296","2024-07-10 19:48:49","Bengaluru","L","Black","Spring","3.8","No","Express","No","No Promo","14","Debit Card","Bi-Weekly","Senior","14"
"12205","65","Female","Smartphone","Electronics","58681","2024-02-03 18:08:36","Chennai","Unknown","Blue","Fall","4.8","Yes","Free Shipping","No","No","15","PayPal","Bi-Weekly","Senior","14"
"12206","51","Female","Boots","Footwear","14940","2025-01-25 10:22:44","Bengaluru","Unknown","Green","Summer","3.2","No","Express","Yes","No","10","Credit Card","Monthly","Middle-aged","30"
"12207","44","Male","Jacket","Clothing","9960","2024-09-08 10:24:35","Pune","L","Red","Summer","3.9","No","Free Shipping","No","Yes","5","Credit Card","Weekly","Middle-aged","7"
"12208","67","Female","Boots","Footwear","15355","2024-05-18 01:53:37","Pune","Unknown","Black","Winter","3.9","No","Express","No","No","11","Credit Card","Monthly","Senior","30"
"12209","68","Male","Sneakers","Footwear","11122","2025-04-11 12:02:19","Pune","Unknown","Brown","Fall","2.8","Yes","Standard","No","Yes","14","Credit Card","Monthly","Senior","30"
"12210","38","Female","Laptop","Electronics","42164","2024-10-04 05:22:49","Bengaluru","Unknown","Gray","Fall","3.1","No","Standard","No","Yes","9","Credit Card","Quarterly","Adult","90"
"12211","37","Female","Headphones","Electronics","15355","2025-07-30 00:30:04","Kolkata","Unknown","Green","Fall","3.7","No","Express","Yes","No","7","PayPal","Quarterly","Adult","90"
"12212","21","Male","Jacket","Clothing","4980","2025-04-03 19:32:53","Bengaluru","M","Black","Fall","3.5","No","Next Day Air","No","Yes","6","Debit Card","Quarterly","Young Adult","90"
"12213","35","Male","Jacket","Clothing","2573","2024-08-17 02:01:58","Mumbai","L","White","Winter","4.8","Yes","Standard","Yes","Yes","14","Debit Card","Bi-Weekly","Adult","14"
"12214","51","Female","Jeans","Clothing","10873","2024-05-17 02:18:49","Hyderabad","M","Red","Summer","3.8","Yes","Standard","Yes","No","9","Credit Card","Bi-Weekly","Middle-aged","14"
"12215","26","Female","Headphones","Electronics","15936","2024-11-01 14:57:13","Bengaluru","Unknown","Brown","Winter","4.1","Yes","Standard","Yes","No","11","Debit Card","Monthly","Young Adult","30"
"12216","58","Male","T-Shirt","Clothing","5561","2024-03-07 06:52:56","Jaipur","S","Blue","Spring","4.7","No","Standard","Yes","Yes","11","Credit Card","Bi-Weekly","Senior","14"
"12217","54","Female","Sneakers","Footwear","3901","2025-05-30 06:32:22","Chennai","Unknown","Blue","Summer","5","Yes","Express","Yes","Yes","12","Apple Pay","Quarterly","Middle-aged","90"
"12218","57","Male","Smartphone","Electronics","26892","2024-10-24 08:21:44","Bengaluru","Unknown","Green","Summer","3.8","No","Next Day Air","Yes","No","11","Credit Card","Bi-Weekly","Middle-aged","14"
"12219","54","Male","Laptop","Electronics","109892","2025-09-26 07:50:05","Delhi","Unknown","Blue","Spring","4.8","No","Standard","Yes","No","11","Google Pay","Quarterly","Middle-aged","90"
"12220","58","Female","Watch","Accessories","21497","2024-12-22 00:28:46","Delhi","Unknown","Gray","Summer","4.7","Yes","Standard","No","No","13","Credit Card","Monthly","Senior","30"
"12221","55","Female","Sneakers","Footwear","11786","2024-08-14 02:23:01","Delhi","Unknown","Green","Summer","4.5","No","Free Shipping","No","No","10","Google Pay","Annually","Middle-aged","365"
"12222","27","Female","Sneakers","Footwear","5063","2025-04-18 15:21:51","Hyderabad","Unknown","Red","Summer","4.7","No","Standard","No","No","10","Debit Card","Monthly","Young Adult","30"
"12223","56","Male","Boots","Footwear","3818","2025-05-24 02:04:07","Hyderabad","Unknown","Brown","Fall","4.6","No","Standard","No","Yes","9","PayPal","Quarterly","Middle-aged","90"
"12224","64","Female","Watch","Accessories","1577","2025-10-19 07:17:19","Chennai","Unknown","Black","Fall","4","No","Standard","No","No","12","PayPal","Bi-Weekly","Senior","14"
"12225","30","Female","Headphones","Electronics","112963","2024-05-29 15:21:39","Bengaluru","Unknown","Gray","Fall","4.3","No","Standard","Yes","Yes","11","Credit Card","Annually","Young Adult","365"
"12226","54","Male","Watch","Accessories","9794","2024-03-16 13:32:15","Hyderabad","Unknown","Blue","Winter","4.9","Yes","Express","No","No","10","Debit Card","Bi-Weekly","Middle-aged","14"
"12227","24","Female","Jacket","Clothing","7553","2025-10-13 01:07:55","Chennai","M","Blue","Fall","4","No","Express","Yes","Yes","11","Apple Pay","Quarterly","Young Adult","90"
"12228","23","Male","Headphones","Electronics","110224","2024-06-14 08:26:57","Delhi","Unknown","Gray","Winter","3.9","No","Standard","No","No","11","Credit Card","Monthly","Young Adult","30"
"12229","36","Male","Sneakers","Footwear","13197","2024-05-18 00:47:17","Pune","Unknown","Green","Winter","4.2","No","Standard","Yes","No","11","Credit Card","Weekly","Adult","7"
"12230","64","Female","Smartphone","Electronics","77273","2025-01-06 16:12:21","Mumbai","Unknown","Gray","Winter","4","No","Express","No","No","9","Apple Pay","Monthly","Senior","30"
"12231","42","Female","Jacket","Clothing","10790","2024-05-16 10:17:02","Kolkata","S","Gray","Spring","3.7","No","Standard","Yes","No","8","Debit Card","Monthly","Adult","30"
"12232","27","Female","T-Shirt","Clothing","7221","2024-07-25 13:40:42","Bengaluru","M","Brown","Spring","2.6","No","Express","No","No","9","Credit Card","Monthly","Young Adult","30"
"12233","39","Male","Watch","Accessories","20667","2025-08-20 07:59:33","Pune","Unknown","Brown","Winter","3.2","Yes","Standard","No","No","7","Debit Card","Bi-Weekly","Adult","14"
"12234","56","Male","Headphones","Electronics","22659","2025-08-12 12:34:21","Mumbai","Unknown","Black","Winter","4","No","Express","No","Yes","13","Credit Card","Bi-Weekly","Middle-aged","14"
"12235","44","Female","Jeans","Clothing","2656","2025-06-13 15:24:13","Delhi","M","Blue","Summer","3.5","No","Standard","Yes","Yes","14","Credit Card","Monthly","Middle-aged","30"
"12236","40","Female","Jacket","Clothing","7470","2025-08-24 13:57:29","Jaipur","L","Gray","Summer","4.1","No","Standard","Yes","No","8","Credit Card","Annually","Adult","365"
"12237","35","Male","Headphones","Electronics","89806","2025-12-28 13:21:12","Delhi","Unknown","Green","Summer","4","No","Next Day Air","No","Yes","7","Credit Card","Monthly","Adult","30"
"12238","67","Male","Jacket","Clothing","9960","2024-02-17 16:40:03","Hyderabad","S","White","Winter","4","No","Standard","Yes","No","9","Credit Card","Bi-Weekly","Senior","14"
"12239","63","Female","Laptop","Electronics","36437","2025-05-05 11:20:25","Pune","Unknown","Green","Fall","4.1","No","Standard","No","No","11","Credit Card","Annually","Senior","365"
"12240","19","Female","Backpack","Accessories","9877","2024-09-08 18:23:23","Pune","Unknown","Gray","Winter","3.8","Yes","Standard","Yes","No","12","Credit Card","Monthly","Young Adult","30"
"12241","49","Female","Backpack","Accessories","23904","2025-01-31 07:24:24","Kolkata","Unknown","Black","Summer","4.1","No","Standard","No","No","11","Credit Card","Quarterly","Middle-aged","90"
"12976","64","Female","Jeans","Clothing","2407","2024-10-05 21:43:54","Mumbai","L","Blue","Fall","2.2","No","Express","No","No","9","Credit Card","Bi-Weekly","Senior","14"
"12242","27","Female","Boots","Footwear","12284","2024-08-09 07:13:40","Kolkata","Unknown","Green","Winter","4.3","No","Standard","Yes","Yes","10","Credit Card","Monthly","Young Adult","30"
"12243","43","Male","Jeans","Clothing","4316","2024-02-11 01:12:16","Delhi","L","Blue","Winter","2.8","Yes","Next Day Air","No","Yes","11","Debit Card","Quarterly","Adult","90"
"12244","49","Female","Backpack","Accessories","11454","2024-12-07 17:46:35","Jaipur","Unknown","Blue","Spring","5","Yes","Free Shipping","No","No","10","Debit Card","Bi-Weekly","Middle-aged","14"
"12245","48","Male","Headphones","Electronics","85739","2024-03-03 06:50:26","Delhi","Unknown","Blue","Winter","3.7","No","Standard","Yes","Yes","9","Google Pay","Bi-Weekly","Middle-aged","14"
"12246","27","Female","Jeans","Clothing","11537","2025-10-08 03:42:35","Delhi","M","White","Spring","4.2","No","Standard","Yes","No","18","Debit Card","Quarterly","Young Adult","90"
"12247","67","Male","Backpack","Accessories","20833","2025-05-15 00:34:03","Bengaluru","Unknown","White","Spring","5","No","Next Day Air","No","No","8","Credit Card","Monthly","Senior","30"
"12248","50","Male","Boots","Footwear","14110","2025-08-29 08:31:55","Chennai","Unknown","Blue","Fall","4.5","Yes","Standard","Yes","No","10","Debit Card","Annually","Middle-aged","365"
"12249","53","Female","Headphones","Electronics","56606","2025-07-14 08:13:58","Jaipur","Unknown","Red","Summer","3.3","No","Express","No","Yes","9","PayPal","Monthly","Middle-aged","30"
"12250","67","Female","Headphones","Electronics","95035","2025-10-31 23:26:05","Mumbai","Unknown","Blue","Spring","5","Yes","Standard","No","Yes","12","Debit Card","Monthly","Senior","30"
"12251","28","Male","Sneakers","Footwear","4233","2024-06-04 00:54:13","Mumbai","Unknown","Red","Spring","4.4","No","Express","No","Yes","12","Cash","Monthly","Young Adult","30"
"12252","50","Male","Headphones","Electronics","49800","2025-03-07 04:04:41","Kolkata","Unknown","White","Winter","2.6","No","Free Shipping","Yes","No","6","Credit Card","Bi-Weekly","Middle-aged","14"
"12253","45","Male","Boots","Footwear","8383","2024-01-15 18:38:56","Pune","Unknown","Green","Spring","3.9","No","Standard","No","No","7","Debit Card","Bi-Weekly","Middle-aged","14"
"12254","31","Female","Laptop","Electronics","122176","2025-11-12 19:14:49","Hyderabad","Unknown","Gray","Summer","3.6","Yes","Free Shipping","Yes","Yes","7","Credit Card","Monthly","Young Adult","30"
"12255","37","Male","Jeans","Clothing","5644","2024-05-29 16:27:33","Pune","S","Black","Winter","5","Yes","Free Shipping","No","No","12","Apple Pay","Monthly","Adult","30"
"12256","57","Male","Laptop","Electronics","72957","2024-07-30 22:31:20","Chennai","Unknown","White","Winter","3.8","No","Next Day Air","No","Yes","12","Credit Card","Monthly","Middle-aged","30"
"12257","29","Female","Backpack","Accessories","23240","2024-05-04 17:27:15","Delhi","Unknown","Black","Spring","4.2","No","Express","Yes","No","7","Debit Card","Monthly","Young Adult","30"
"12258","50","Male","Headphones","Electronics","61088","2024-02-18 11:47:01","Chennai","Unknown","White","Spring","4","Yes","Standard","No","No","13","Debit Card","Weekly","Middle-aged","7"
"12259","24","Female","Laptop","Electronics","34445","2024-04-30 17:10:36","Kolkata","Unknown","Black","Spring","4.3","No","Standard","Yes","No","12","Cash","Quarterly","Young Adult","90"
"12260","39","Female","Boots","Footwear","5561","2025-06-17 23:16:16","Chennai","Unknown","Gray","Winter","3.8","Yes","Express","Yes","No","10","Credit Card","Quarterly","Adult","90"
"12261","33","Female","Backpack","Accessories","4897","2024-08-06 17:05:26","Bengaluru","Unknown","Red","Spring","3.6","No","Next Day Air","Yes","No","6","PayPal","Weekly","Adult","7"
"12262","34","Female","Headphones","Electronics","83332","2025-12-15 16:50:10","Bengaluru","Unknown","Black","Summer","3.6","Yes","Standard","Yes","No","6","Credit Card","Bi-Weekly","Adult","14"
"12263","48","Male","Sneakers","Footwear","4731","2024-05-25 19:48:02","Pune","Unknown","Gray","Summer","4.7","No","Standard","Yes","No","12","Credit Card","Monthly","Middle-aged","30"
"12264","20","Female","Sneakers","Footwear","6474","2025-11-18 20:42:55","Chennai","Unknown","Green","Summer","3.8","No","Free Shipping","Yes","No","13","Apple Pay","Monthly","Young Adult","30"
"12265","40","Female","Backpack","Accessories","16932","2025-12-19 05:20:24","Pune","Unknown","Gray","Spring","5","No","Standard","Yes","No","12","Credit Card","Bi-Weekly","Adult","14"
"12266","20","Female","Backpack","Accessories","24236","2025-12-02 07:30:32","Jaipur","Unknown","Red","Summer","4","No","Standard","No","Yes","8","Debit Card","Quarterly","Young Adult","90"
"12267","54","Male","Sneakers","Footwear","9960","2024-12-20 23:39:47","Mumbai","Unknown","Blue","Fall","3.3","No","Express","No","Yes","11","Debit Card","Monthly","Middle-aged","30"
"12268","26","Female","Laptop","Electronics","37433","2024-05-09 23:04:06","Mumbai","Unknown","Brown","Fall","4.8","No","Next Day Air","No","Yes","9","Debit Card","Monthly","Young Adult","30"
"12269","64","Female","Jacket","Clothing","9462","2024-10-06 13:53:11","Kolkata","L","Red","Fall","3.6","Yes","Standard","No","No","8","PayPal","Quarterly","Senior","90"
"12270","43","Female","Headphones","Electronics","61171","2025-05-05 13:32:13","Chennai","Unknown","Red","Winter","3.5","No","Express","No","No","10","Credit Card","Monthly","Adult","30"
"12271","42","Female","T-Shirt","Clothing","7553","2025-06-15 06:43:53","Jaipur","XL","Blue","Winter","4","Yes","Standard","No","No","9","PayPal","Bi-Weekly","Adult","14"
"12272","36","Female","Sneakers","Footwear","13695","2024-03-28 14:32:13","Mumbai","Unknown","Gray","Fall","4","Yes","Next Day Air","Yes","Yes","9","PayPal","Annually","Adult","365"
"12273","54","Female","Smartphone","Electronics","46231","2025-08-23 20:18:55","Delhi","Unknown","Brown","Fall","4","No","Express","No","No","7","Credit Card","Monthly","Middle-aged","30"
"12274","55","Male","Backpack","Accessories","10126","2024-07-04 20:04:02","Delhi","Unknown","Green","Summer","2.8","Yes","Standard","Yes","No","7","Google Pay","Monthly","Middle-aged","30"
"12275","66","Female","Backpack","Accessories","23074","2024-03-22 19:04:26","Mumbai","Unknown","Red","Fall","5","No","Express","No","No","11","Debit Card","Monthly","Senior","30"
"12276","24","Female","Headphones","Electronics","13612","2025-04-10 14:31:54","Jaipur","Unknown","Brown","Fall","3.8","Yes","Next Day Air","No","Yes","13","Apple Pay","Weekly","Young Adult","7"
"12277","33","Male","Jacket","Clothing","3901","2024-06-06 23:05:10","Jaipur","M","Blue","Fall","5","No","Standard","Yes","No","13","Credit Card","Quarterly","Adult","90"
"12278","65","Male","Jeans","Clothing","7304","2024-03-06 02:55:43","Mumbai","S","Red","Summer","3.6","Yes","Standard","Yes","Yes","11","Credit Card","Monthly","Senior","30"
"12279","23","Male","Sneakers","Footwear","7221","2025-09-01 11:11:18","Bengaluru","Unknown","Gray","Fall","4.8","No","Standard","No","No","16","Credit Card","Annually","Young Adult","365"
"12280","57","Male","Jeans","Clothing","10043","2025-10-31 01:58:02","Pune","XL","Green","Spring","3.6","Yes","Standard","No","Yes","6","PayPal","Monthly","Middle-aged","30"
"12281","35","Male","Watch","Accessories","8466","2024-05-24 00:02:37","Delhi","Unknown","Black","Winter","3","No","Free Shipping","Yes","Yes","13","Debit Card","Monthly","Adult","30"
"12282","44","Female","Smartphone","Electronics","58764","2025-12-18 23:50:01","Jaipur","Unknown","White","Summer","4","No","Next Day Air","No","No","18","Credit Card","Monthly","Middle-aged","30"
"12283","44","Female","Laptop","Electronics","112216","2024-10-08 01:01:00","Jaipur","Unknown","Green","Spring","4.6","No","Standard","Yes","No","6","Debit Card","Monthly","Middle-aged","30"
"12284","28","Female","Backpack","Accessories","7470","2025-11-06 12:43:27","Jaipur","Unknown","Blue","Fall","4.5","Yes","Standard","Yes","Yes","8","Debit Card","Monthly","Young Adult","30"
"12285","61","Male","T-Shirt","Clothing","11371","2025-02-12 08:27:35","Jaipur","XL","Red","Winter","4.3","No","Free Shipping","No","Yes","10","PayPal","Weekly","Senior","7"
